state,action,next_state,reward
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.9143275,-0.14672515,-0.1823602","0.6124114,0.90882885,0.85845304","0.058480848,0.1249593,0.09222415,0.378361,0.0761948,0.89631486,0.9143275,-0.14672515,-0.1823602",0.0
"0.058480848,0.1249593,0.09222415,0.378361,0.0761948,0.89631486,0.9143275,-0.14672515,-0.1823602","-0.08638543,0.8633764,0.90398705","0.050231673,0.24366914,0.18934004,0.6773484,0.11364908,0.63130337,0.9143275,-0.14672515,-0.1823602",0.0
"0.050231673,0.24366914,0.18934004,0.6773484,0.11364908,0.63130337,0.9143275,-0.14672515,-0.1823602","-0.73806703,0.9093348,0.83045125","-0.020248368,0.368698,0.27855593,0.8546194,-0.048636775,0.25870928,0.9143275,-0.14672515,-0.1823602",0.0
"-0.020248368,0.368698,0.27855593,0.8546194,-0.048636775,0.25870928,0.9143275,-0.14672515,-0.1823602","-0.46426117,0.912204,0.6653073","-0.064581946,0.49412143,0.35003027,0.8609327,-0.17120112,-0.11716312,0.9143275,-0.14672515,-0.1823602",0.0
"-0.064581946,0.49412143,0.35003027,0.8609327,-0.17120112,-0.11716312,0.9143275,-0.14672515,-0.1823602","0.18797874,0.5608299,-0.688367","-0.046631336,0.57123274,0.27607855,0.9103484,-0.1284733,-0.18325192,0.9143275,-0.14672515,-0.1823602",0.0
"-0.046631336,0.57123274,0.27607855,0.9103484,-0.1284733,-0.18325192,0.9143275,-0.14672515,-0.1823602","-0.074443996,0.038856387,-0.07553458","-0.0537402,0.57657534,0.2679638,0.91134626,-0.14946845,-0.18380529,0.9143275,-0.14672515,-0.1823602",0.0
"0.0,0.0,0.0,2.8652207e-07,0.005789075,0.993462,0.54444444,0.1808187,-0.09684585","0.38949084,0.8821759,0.9131241","0.037193555,0.12129466,0.098097496,0.3824154,0.050717376,0.8950946,0.54444444,0.1808187,-0.09684585",0.0
"0.037193555,0.12129466,0.098097496,0.3824154,0.050717376,0.8950946,0.54444444,0.1808187,-0.09684585","0.36273158,0.74530077,0.88851905","0.07183179,0.22376968,0.19355166,0.6420856,0.15334767,0.65831196,0.54444444,0.1808187,-0.09684585",0.0
"0.07183179,0.22376968,0.19355166,0.6420856,0.15334767,0.65831196,0.54444444,0.1808187,-0.09684585","0.4647051,0.81783223,0.93121386","0.11620776,0.33621743,0.29359254,0.773962,0.3020148,0.30207363,0.54444444,0.1808187,-0.09684585",0.0
"0.11620776,0.33621743,0.29359254,0.773962,0.3020148,0.30207363,0.54444444,0.1808187,-0.09684585","0.3263036,0.75073767,0.9770026","0.14736739,0.43944004,0.39855254,0.7516954,0.3816813,-0.069057345,0.54444444,0.1808187,-0.09684585",0.0
"0.14736739,0.43944004,0.39855254,0.7516954,0.3816813,-0.069057345,0.54444444,0.1808187,-0.09684585","0.14528525,-0.47558916,0.946059","0.16124107,0.37404898,0.50018823,0.6621075,0.3739877,-0.074286155,0.54444444,0.1808187,-0.09684585",0.0
"0.16124107,0.37404898,0.50018823,0.6621075,0.3739877,-0.074286155,0.54444444,0.1808187,-0.09684585","-0.18158585,-0.3561436,0.8831301","0.14390095,0.3250811,0.59506345,0.60026926,0.29794002,-0.09982825,0.54444444,0.1808187,-0.09684585",0.0
